University,Status,Target Major,Term,Q,V,AWA,Total,TOEFL,UG College,UG Major,CGPA,Papers,Work Ex
"University of Texas, Austin",Reject,Computer Science,Fall 2018,166,141,3,307,7,National Institute of Technology Uttarakhand,Computer Science,9.04,3,16 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,164,158,5,322,118,PSG College of Technology,Computer Science,8.53,N/A,0 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2018,164,148,N/A,312,97,Amrita University Coimbatore Campus,Computer Science,9.12,1,18 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,163,153,4,316,111,"Madras Institute of Technology (MIT), Chromepet",Computer Science,9.1,N/A,17 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2017,168,148,4,316,105,Pune Institute of Computer Technology,Computer Science,70,N/A,18 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,165,155,4,320,107,SRM University,Computer Science,9,N/A,30 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,169,162,5,331,115,NIT Calicut,Computer Science,7.72,N/A,18 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2017,168,156,N/A,324,111,College Of Engineering Pune,ECE,8.3,N/A,0 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2017,170,157,0,327,110,"BITS Pilani, Pilani Campus",Computer Science,7.33,N/A,12 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2018,162,154,4,316,106,"CSPIT,CHARUSAT",Computer Science,8.81,N/A,12 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2017,170,161,4.5,331,115,Manipal Institute of Technology,Computer Science,9.29,N/A,0 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2017,168,157,4,325,115,Charotar University Of Science And Technology,Computer Science,8.52,1,16 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2018,169,165,N/A,334,N/A,NIT Calicut,Computer Science,7.78,0,7 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2018,168,152,3.5,320,103,IIT BHU,Computer Science,8.43,N/A,54 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2017,170,153,N/A,323,105,Dharamsinh Desai University,Computer Science,8.2,N/A,0 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,170,154,4,324,112,IIT Kharagpur,Computer Science,8.27,N/A,54 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2017,167,153,4,320,112,DJ Sanghvi College of Engineering,Computer Science,7.99,N/A,0 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,170,156,4.5,326,116,IIT Roorkee,Computer Science,8.78,N/A,30 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,160,154,3.5,314,100,Cochin university of science and technology,ECE,8.3,1,67 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2018,167,158,3.5,325,109,"P.E.S. Institute of Technology, Bangalore",Computer Science,9,N/A,0 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,170,148,4,318,101,national institute of technology,Computer Science,8.12,N/A,0 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2017,165,159,4,324,114,Amrita University Coimbatore Campus,Computer Science,9.6,N/A,0 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2018,N/A,N/A,N/A,N/A,103,FR CONCEICAO RODRIGUES INSTITUE OF TECHNOLOGY,Information Technology,70,N/A,0 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2018,162,150,4,312,110,PSG College of Technology,Computer Science,8.6,N/A,18 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,170,149,4,319,104,"Jaypee Institute of Information Technology, Noida",Computer Science,9,N/A,0 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2018,168,155,N/A,323,108,"UIET, Panjab University",Computer Science,9,N/A,29 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2018,162,156,N/A,318,114,College Of Engineering Chengannur,Computer Science,7.76,N/A,19 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2018,167,157,N/A,324,107,SRM University,Computer Science,9.27,N/A,0 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2018,168,151,N/A,319,118,Sardar Patel Institute of Technology,Computer Science,73,1,27 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,169,159,3.5,328,113,R V College of Engineering,Computer Science,9.37,N/A,17 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,170,170,N/A,340,116,DTU,Computer Science,8.64,1,0 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2018,169,158,4,327,109,"Thapar University, Punjab",Computer Science,8.64,N/A,0 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,166,161,5,327,113,NIT Trichy,Computer Science,8.22,N/A,17 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,163,147,3,310,98,MIT Kothrud,Computer Science,65,1,49 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2017,168,152,4.5,320,110,SRM University,Computer Science,8.6,N/A,0 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,169,149,4,318,105,"BITS Pilani, Pilani Campus",Computer Science,9.13,N/A,0 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2018,168,146,4,314,106,IIITDM Kancheepuram,Computer Science,9.35,1,15 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,169,158,4,327,110,IIT Tirupati,Computer Science,8,N/A,0 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,167,146,3.5,313,101,Vellore Institute of Technology,Computer Science,9.06,N/A,35 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2017,163,153,3.5,316,109,NIT Kurukshetra,Information Technology,9.15,N/A,0 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,166,163,4,329,107,"BITS Pilani, Pilani Campus",Computer Science,8.68,N/A,20 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2018,162,155,4.5,317,108,NIIT University,Computer Science,6.85,N/A,6 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,166,160,5,326,117,Visvesvaraya Technological University,Computer Science,76,N/A,6 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,156,170,3,326,111,IET DAVV,Information Technology,80.1,0,31 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2017,170,155,3.5,325,103,atal bihari vajpayee indian institute of information technolgy and managmen,Information Technology,8.13,N/A,0 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2017,164,157,3.5,321,111,Gitam University,Computer Science,9.7,0,0 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,166,149,3,315,95,walchand college of engineering,Computer Science,8.8,N/A,0 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2018,166,161,3.5,327,114,Savitribai Phule Pune University,Computer Science,73.5,1,42 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2017,166,152,3.5,318,107,IIT Varanasi,Computer Science,8.25,N/A,0 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2018,163,154,4,317,111,M. S. Ramaiah Institute of Technology,Information Technology,9.14,N/A,29 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2017,170,165,4.5,335,115,IIT Madras,Computer Science,8.56,N/A,18 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,163,159,4,322,110,"Indian Institute of Information Technology, Sri City",Computer Science,8.8,N/A,0 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2018,167,152,3,319,98,RV College of Engineering,Computer Science,8.97,N/A,6 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,170,151,4,321,108,"Netaji Subhas Institute of Technology, New Delhi",Computer Science,84.08,N/A,0 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,169,159,4,328,114,TKM College of Engineering,Computer Science,8.54,N/A,62 Mo
"University of Texas, Austin",Reject,Computer Science,Fall 2019,165,154,4,319,101,Vellore Institute of Technology,Computer Science,9.13,N/A,31 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2017,168,156,3,324,100,IIT Delhi,Computer Science,8.26,N/A,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2019,168,156,4,324,114,Sardar Patel Institute of Technology,Information Technology,9.22,N/A,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2018,165,152,4,317,102,"College of Engineering - Guindy (CEG), Anna Univers",Computer Science,9.4,1,5 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2018,167,148,3.5,315,104,"College of Engineering, Guindy",Computer Science,9.64,N/A,18 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2019,170,150,4.5,320,107,Vellore Institute of Technology,Computer Science,9.13,N/A,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2018,170,159,4,329,112,IIT Bombay,Computer Science,9,N/A,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2017,169,153,4,322,109,Pune Institute of Computer Technology,Information Technology,75,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2018,167,157,4,324,110,"IIEST,Shibpur",Computer Science,8.43,N/A,16 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2018,170,168,4.5,338,116,IIT Bombay,Information Technology,9.14,N/A,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2017,156,160,4,316,113,"JNTU, Hyderabad",Information Technology,60,N/A,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2017,166,162,4,328,N/A,International Institute of Information Technology (IIIT),ECE,9.63,N/A,18 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2017,170,152,4,322,113,"BITS Pilani, Goa Campus",Computer Science,9.16,N/A,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2019,170,165,5,335,N/A,IIT Kanpur,Mathematics,9.66,2,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2018,163,152,4,315,98,"Sri Jayachamarajendra College Of Engineering, Mysore",Computer Science,9,N/A,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2017,170,162,4,332,116,IIT Kharagpur,Computer Science,93,N/A,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2017,168,148,2.5,316,105,NMAMIT,Computer Science,9.08,N/A,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2019,170,155,4.5,325,114,"BITS Pilani, Pilani Campus",Computer Science,9.69,N/A,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2013,158,159,3.5,317,106,Amrita Coimbatore,Computer Science,9.41,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2011,166,162,3,328,N/A,"College of Engg, Guindy",Information Technology,9.29,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Spring 2011,164,164,4,328,N/A,Motilal Nehru National Institute of Technology,Computer Science,8.58,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2011,166,156,3.5,322,106,Jadavpur University,Electronics and Telecommunication,86,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2013,167,159,5,326,117,IIT Jodhpur,Computer Science,10,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2013,166,158,3,324,111,University of Mumbai,Computer Science,71,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2013,169,152,3.5,321,108,IIT Kharagpur,Computer Science,8.91,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2014,162,142,3,304,85,MVGR College Of Engineering,Computer Science,81.54,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2014,165,166,3.5,331,107,NIT Kurukshetra,Computer Science,9.7,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2006,166,164,N/A,330,117,University of Mumbai,EEE,72,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2016,165,152,N/A,317,6.5,"Vidya Jyothi Institute Of Technology, Hyderabad",ECE,7,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Spring 2011,159,160,4,319,108,JNTU Hyd,Computer Science,83.11,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Spring 2011,155,164,4,319,112,"UPTU/JSS academy of technical education,NOIDA",Electrical Engineering,74.26,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2011,166,165,5,331,110,University of Mumbai,Computer Science,N/A,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2012,163,159,N/A,322,N/A,Vellore Insitute of Technology,Computer Science,9.2,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2013,169,150,3.5,319,110,NIT Surathkal,Information Technology,8.92,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2014,168,162,4,330,118,IIT Bombay,Electrical Engineering,8.74,1,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2008,166,170,5,336,118,NIT Calicut,Computer Science,9.19,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2012,163,151,4.5,314,116,Vellore Insitute of Technology,Information Technology,9.36,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2012,164,158,3,322,86,"VIT, vellore",Computer Science,9.3,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Spring 2011,166,159,5,325,105,IIIT Allahabad,Information Technology,8.6,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2011,166,160,4.5,326,114,IIIT Hyderabad,Computer Science,9,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2012,163,149,3.5,312,107,NIT NAGPUR,Computer Science,9.19,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2011,166,169,5,335,117,"College of Engineering,Guindy",ECE,9.3,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2011,166,165,5,331,111,NIT Calicut,Computer Science,9.48,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2015,165,164,4.5,329,118,IIT,Computer Science,8.44,0,10 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2012,159,168,5,327,117,Manipal Institute of Technology,Computer Science,9.11,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2012,166,159,3.5,325,112,PSG College of Technology,Computer Science,9.62,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2006,166,166,6,332,119,"SVNIT, Surat",Computer Science,67,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2012,161,158,3.5,319,110,IIIT Allahabad,Computer Science,9.4,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Spring 2011,161,158,5,319,114,"P.E.S. Institute of Technology, Bangalore",Computer Science,85,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2013,170,160,4,330,114,IIT Kharagpur,Computer Science,8.67,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2013,165,160,3,325,118,"Thapar University, Punjab",Computer Science,9.61,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2010,166,164,4,330,115,VJTI,Computer Science,8.7,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2012,166,170,4.5,336,N/A,"VJTI , Mumbai",Computer Science,9.4,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2012,166,162,4,328,110,University of Pune / PICT College,Electronics and Telecommunication,3.95,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2011,166,161,4.5,327,114,Anna University,Electrical Engineering,80,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2014,168,156,3.5,324,108,University of Pune,N/A,65.01,0,5 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2012,161,159,3.5,320,111,"BITS Pilani, Pilani Campus",Computer Science,9.23,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2016,163,155,N/A,318,95,"JBIT, Hyderabad",Computer Science,8,1,5 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2013,169,154,3.5,323,110,NIT,Computer Science,9.1,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2015,165,164,N/A,329,118,N/A,N/A,8.34,0,5 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2012,166,157,3.5,323,108,VTU/RVCE,ECE,82.6,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2011,160,160,4,320,113,Anna University,ECE,9.1,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2011,163,159,4,322,113,"BITS Pilani, Pilani Campus",Computer Science,9.36,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2014,170,164,3.5,334,115,IIT Kanpur,Computer Science,9.4,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2012,166,158,4,324,109,M S University of Baroda,Computer Science,4,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2013,161,160,5,321,112,"College of Engineering,Guindy,Anna University",Information Technology,8.98,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2012,164,161,3,325,108,College of Engineering Pune,Information Technology,8.67,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2011,166,164,3,330,111,Mumbai University/Sardar Patel Institute of Technology,Electronics and Telecommunication,80,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Spring 2011,166,157,3.5,323,108,"College of Engineering, Guindy",ECE,8.908,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2011,163,163,4,326,101,NITK Surathkal/Columbia University,Computer Science,3.9,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2011,166,158,4.5,324,116,PES Insititute of Technology,Computer Science,82,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2012,166,156,3,322,108,Vellore Insitute of Technology,Computer Science,8.96,0,0 Mo
"University of Texas, Austin",Admit,Computer Science,Fall 2013,157,152,3.5,309,99,"MIT, Anna University",Information Technology,9.26,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2015,163,152,3,315,100,N/A,N/A,N/A,N/A,0 Mo
Kansas State University,Reject,Computer Science,Spring 2018,164,143,3.5,307,6.5,VASIREDDY VENKATADRI INSTITUTE OF TECHNOLOGY,ECE,77,N/A,43 Mo
Kansas State University,Reject,Computer Science,Fall 2018,N/A,N/A,N/A,N/A,0,Gokaraju Rangaraju Institute of Engineering and Technology,Computer Science,75,N/A,0 Mo
Kansas State University,Reject,Computer Science,Fall 2018,156,146,3.5,302,101,NMIMS Mukesh Patel School of Technology Management and Engineering,Computer Science,62.73,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2016,164,145,0,309,6,Sreenidhi Institute of Science and Technology,Computer Science,74,N/A,0 Mo
Kansas State University,Reject,Computer Science,Fall 2018,161,141,3,302,88,KL University,Computer Science,8.06,0,23 Mo
Kansas State University,Reject,Computer Science,Fall 2015,163,152,3,315,100,N/A,N/A,N/A,N/A,0 Mo
Kansas State University,Reject,Computer Science,Fall 2016,153,149,3,302,98,k C College of engineering,Computer Science,60,N/A,0 Mo
Kansas State University,Reject,Computer Science,Fall 2017,160,146,3,306,88,Gitam University,Computer Science,8.2,0,17 Mo
Kansas State University,Reject,Computer Science,Spring 2016,166,152,3,318,7,VRSEC,ECE,81,N/A,0 Mo
Kansas State University,Reject,Computer Science,Fall 2018,162,148,3,310,6.5,MVSR Engg College,Computer Science,84,N/A,18 Mo
Kansas State University,Reject,Computer Science,Fall 2018,165,149,3,314,90,VNR Vignana Jyothi Institute of Engineering and Technology,ECE,8,N/A,5 Mo
Kansas State University,Reject,Computer Science,Fall 2017,155,151,3.5,306,115,Gitam University,ECE,7.74,N/A,0 Mo
Kansas State University,Reject,Computer Science,Fall 2017,170,152,4,322,101,"Vidyalankar Institute of Technology, Mumbai",ECE,6.86,1,0 Mo
Kansas State University,Reject,Computer Science,Fall 2017,158,146,3,304,85,"College of Engineering, Guindy",ECE,69,N/A,0 Mo
Kansas State University,Reject,Computer Science,Fall 2018,159,148,3.5,307,93,Acropolis Institute of Technology & Research,Computer Science,7.46,2,17 Mo
Kansas State University,Reject,Computer Science,Fall 2015,168,154,3,322,107,N/A,N/A,N/A,N/A,0 Mo
Kansas State University,Reject,Computer Science,Fall 2017,158,137,3,295,7,kurukshera university,Computer Science,81,N/A,25 Mo
Kansas State University,Reject,Computer Science,Fall 2017,155,152,4,307,104,pvppcoe,Information Technology,59,N/A,0 Mo
Kansas State University,Reject,Computer Science,Fall 2016,160,149,3,309,89,Rajiv Gandhi university of Knowledge Technologies- Kadapa,ECE,8.6,N/A,0 Mo
Kansas State University,Reject,Computer Science,Fall 2018,161,139,N/A,300,7.5,Udhna Academy College of Computer Application & Information Technology,Computer Science,6.7,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2017,162,140,3,302,82,VR Siddhartha engineering college,Computer Science,9.2,N/A,0 Mo
Kansas State University,Reject,Computer Science,Fall 2014,144,148,3,292,81,sasi institute of technology and engineering,Computer Science,69,N/A,0 Mo
Kansas State University,Reject,Computer Science,Fall 2015,163,154,3,317,97,"institute of management studies, DAVV",Instrumentation Engineering,72,N/A,0 Mo
Kansas State University,Reject,Computer Science,Fall 2018,157,151,4,308,95,SIES Graduate School of Technology,ECE,6.37,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2018,163,139,3.5,302,7,Gurgaon Institute Of Technology And Management,Information Technology,62,N/A,0 Mo
Kansas State University,Reject,Computer Science,Fall 2017,158,146,4,304,7,Keshav Memorial Institute of Technology (KMIT),Computer Science,69,N/A,0 Mo
Kansas State University,Reject,Computer Science,Fall 2017,158,143,3,301,86,Gujarat Technological University,Computer Science,8.51,N/A,0 Mo
Kansas State University,Reject,Computer Science,Fall 2015,160,152,0,312,7,N/A,N/A,N/A,N/A,0 Mo
Kansas State University,Reject,Computer Science,Fall 2016,154,139,3,293,7.5,K L University,Computer Science,6,N/A,0 Mo
Kansas State University,Reject,Computer Science,Spring 2013,158,141,3.5,299,N/A,JNTUh,Computer Science,72.56,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2014,157,143,3.5,300,91,Mumbai University/Vidyalankar Institute of Technology,Computer Science,60.89,1,0 Mo
Kansas State University,Reject,Computer Science,Spring 2012,166,151,3,317,109,RAIT,Electronics and Telecommunication,6.5,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2015,162,140,3,302,94,Amrita Coimbatore,Computer Science,8.83,0,1 Mo
Kansas State University,Reject,Computer Science,Fall 2014,166,141,3,307,65,Sreenidhi Institute of Science and Technology,Computer Science,7.5,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2013,162,142,3,304,98,Vellore Insitute of Technology,Computer Science,8.35,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2014,162,139,3,301,104,Anna University/Sri Krishna College Of Engineering And Technology,Computer Science,75,0,36 Mo
Kansas State University,Reject,Computer Science,Spring 2013,158,142,3,300,95,Rajasthan Tech University,ECE,62,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2016,154,139,N/A,293,7,"K L University, Guntur",Computer Science,6,1,0 Mo
Kansas State University,Reject,Computer Science,Fall 2012,164,157,3,321,104,Vellore Institute of Technology,ECE,8.26,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2015,163,152,3,315,100,SVCE,Computer Science,7.32,1,8 Mo
Kansas State University,Reject,Computer Science,Fall 2012,158,158,3,316,91,West Bengal University of Technology,Information Technology,8.15,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2012,160,147,4,307,107,JBIET/JNTU,ECE,71.7,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2014,162,153,3.5,315,103,Andhra University College of Engineering,Computer Science,8.14,0,47 Mo
Kansas State University,Reject,Computer Science,Fall 2011,166,155,N/A,321,104,Amrita Coimbatore,Computer Science,7.2,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2014,168,141,3,309,N/A,Gitam University,Computer Science,8.24,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2015,167,143,3,310,101,Osmania University,N/A,80,0,22 Mo
Kansas State University,Reject,Computer Science,Fall 2015,168,154,N/A,322,107,N/A,N/A,74,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2011,160,154,3,314,103,AISSMS COE Pune,Electronics Engineering,64.91,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2015,156,149,3,305,90,Anna University,N/A,7.86,0,2 Mo
Kansas State University,Reject,Computer Science,Fall 2014,167,145,2.5,312,89,SRM UMIVERSITY,Computer Science,8.06,0,27 Mo
Kansas State University,Reject,Computer Science,Fall 2014,161,140,3,301,85,GITAM university,Computer Science,N/A,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2012,161,140,3,301,100,Pune,Electronics and Telecommunication,61,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2015,163,144,3.5,307,91,jntu,N/A,82,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2011,160,152,3,312,103,WBUT,Media and Communication Arts,8,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2015,156,149,3,305,90,Anna University,Information Technology,7.86,1,21 Mo
Kansas State University,Reject,Computer Science,Fall 2012,158,148,3,306,N/A,DRK Inst. of Sci. n Tech.,Computer Science,70,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2015,163,154,N/A,317,97,"institute of management studies, DAVV, Indore",Instrumentation Engineering,72,0,5 Mo
Kansas State University,Reject,Computer Science,Spring 2016,166,152,N/A,318,6.5,"VRSEC, Vijayawada",ECE,81,0,16 Mo
Kansas State University,Reject,Computer Science,Fall 2014,160,141,3,301,91,Vasavi college of engineering,Information Technology,77.6,0,17 Mo
Kansas State University,Reject,Computer Science,Fall 2012,150,149,3.5,299,102,Visvesvaraya technological university,Computer Science,62.5,0,0 Mo
Kansas State University,Reject,Computer Science,Spring 2014,162,148,2.5,310,99,osmania university,Mechanical Engineering,74,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2015,163,152,N/A,315,100,N/A,N/A,7.31,0,10 Mo
Kansas State University,Reject,Computer Science,Fall 2015,160,159,4.5,319,108,"College Of Engineering,Pune",Electrical Engineering,6.54,0,9 Mo
Kansas State University,Reject,Computer Science,Fall 2014,163,150,3,313,N/A,Sreenidhi Institute of Science and Technology,Computer Science,76,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2011,166,150,3.5,316,98,JNTU,ECE,74,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2011,156,146,4,302,100,Anna University,Information Technology,77,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2011,159,150,3.5,309,109,N/A,N/A,N/A,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2011,160,144,3.5,304,95,JNTU/SreeNidhi,Computer Science,65,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2012,166,156,3.5,322,105,PSG College Of Technology (Anna University),ECE,8.3,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2013,159,145,3,304,86,Anna University,Computer Science,5.74,0,0 Mo
Kansas State University,Reject,Computer Science,Spring 2007,152,154,4,306,110,JNTU,Computer Science,65.38,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2011,155,149,3,304,87,N/A,N/A,N/A,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2015,163,152,N/A,315,100,N/A,N/A,7.31,0,10 Mo
Kansas State University,Reject,Computer Science,Fall 2014,159,146,4,305,99,JNTU Anantapur,Computer Science,71.59,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2011,166,146,3.5,312,90,BIT Mesra,Information Technology,69,0,0 Mo
Kansas State University,Reject,Computer Science,Fall 2014,144,148,N/A,292,81,"sasi institute of technology and engineering, Tadepalligudem",Computer Science,69,1,5 Mo
Kansas State University,Admit,Computer Science,Fall 2015,160,147,3,307,92,N/A,N/A,N/A,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2015,166,146,0,312,90,N/A,N/A,N/A,N/A,0 Mo
